star,region,constellation,security_status,connections
Purjola,The Forge,Ihatalo,0.52,"['Ikami', 'Reisen', 'Maila']"
Ihakana,The Forge,Okkelen,0.38,"['Friggi', 'Otitoh', 'Otomainen', 'Otsela']"
Otitoh,The Forge,Okkelen,0.48,"['Friggi', 'Ihakana']"
Vattuolen,The Forge,Otsabaira,0.71,"['Uoyonen', 'Onuse', 'Soshin', 'Akkilen']"
Oijanen,The Forge,Aulari,0.35,"['Akora', 'Airaken', 'BWF-ZZ']"
Ohkunen,The Forge,Orpana,0.38,"['Mastakomon', 'Obe']"
P3EN-E,Vale of the Silent,Z-DO53,-0.27,"['Obe', 'IPAY-2']"
E-OGL4,Tribute,1P-VL2,-0.29,"['M-OEE8', '15W-GC']"
J-GAMP,Tribute,1P-VL2,-0.24,"['M-OEE8', 'FY0W-N']"
V0DF-2,Tribute,1P-VL2,-0.21,"['M-OEE8', 'FY0W-N', 'MJI3-8']"
FY0W-N,Tribute,1P-VL2,-0.19,"['J-GAMP', 'M-OEE8', 'V0DF-2']"
Atai,Lonetrek,Pietanen,0.48,"['Rauntaka', 'Daras', 'Jotenen']"
Iitanmadan,Lonetrek,Pietanen,0.31,"['Daras', 'Tamo']"
Isinokka,Lonetrek,Asalola,0.73,"['Oipo', 'Yoma']"
Aivoli,Lonetrek,Malariya,0.58,"['Endatoh', 'Uesuro']"
Hagilur,Metropolis,Barvigrard,0.36,"['Bei', 'Anher', 'Ragnarg', 'Dudreda', 'Thelan']"
Hek,Metropolis,Barvigrard,0.55,"['Uttindar', 'Hror', 'Nakugard', 'Eystur', 'Otou']"
Amarr,Domain,Throne Worlds,1,"['Hedion', 'Irnin', 'Bhizheba', 'Ashab', 'Sarum Prime', 'Kor-Azor Prime']"
Hedion,Domain,Throne Worlds,0.96,"['Amarr', 'Boranai', 'Mabnen', 'Ebidan', 'Ashab']"
Kehour,Domain,Throne Worlds,0.92,"['Boranai', 'Akhragan', 'Ashab']"
Bhizheba,Domain,Norgoh,0.96,"['Tash-Murkon Prime', 'Amarr', 'Zatsyaki', 'Eba', 'Romi']"
Hulm,Heimatar,Ortner,1,"['Ameinaka', 'Edmalbrurdus']"
Ivar,Heimatar,Odengsolf,0.96,"['Trytedald', 'Ameinaka', 'Meirakulf', 'Usteli']"
Frarn,Heimatar,Odengsolf,0.84,"['Rens', 'Meirakulf', 'Illinfrik', 'Gyng', 'Avesber']"
Auberulle,Sinq Laison,Agiesseson,0.83,"['Pettinck', 'Unel', 'Adiere']"
Rorsins,Sinq Laison,Aeman,0.13,['Thelan']
Uuna,The Citadel,Ieyama,0.38,"['Ishomilken', 'Manjonakko']"
Manjonakko,The Citadel,Ieyama,0.33,"['Uuna', 'Mushikegi']"
Kassigainen,The Citadel,Caldari Border Zone,0.92,"['Yashunen', 'Hatakani', 'Algogille', 'Synchelle']"
Yashunen,The Citadel,Caldari Border Zone,0.95,"['Kassigainen', 'Tennen', 'Hatakani', 'Jolevier']"
Tennen,The Citadel,Caldari Border Zone,0.92,"['Unel', 'Yashunen', 'Hatakani', 'Iivinen']"
Oshaima,The Citadel,Otawasa,0.45,"['Yria', 'Hysera', 'Oisio']"
Oisio,The Citadel,Otawasa,0.53,"['Yria', 'Oshaima', 'Hysera']"
Palpis,Devoid,Enka,0.5,"['Nidebora', 'Arveyil', 'Uuhulanen']"
Maturat,Metropolis,Jonar,0.76,"['Roleinn', 'Bongveber', 'Vorsk', 'Hilfhurmur']"
Elgoi,Metropolis,Meinigefur,0.89,"['Arlek', 'Eram', 'Orduin']"
Nifflung,Metropolis,Panorad,0.75,"['Josekorn', 'Hakeri']"
Dantbeinn,Metropolis,Panorad,0.73,['Josekorn']
Arbaz,Domain,Parud,0.91,"['Chaven', 'Kudi', 'Deepari']"
Penirgman,Domain,Parud,0.86,"['Chaven', 'Khopa', 'Ashab', 'Orkashu']"
Chaven,Domain,Parud,1,"['Arbaz', 'Penirgman', 'Ashab']"
Sharji,Domain,Yekti,0.77,"['Kudi', 'Fabum', 'Sayartchen', 'Gosalav']"
Fabum,Domain,Yekti,0.71,"['Sharji', 'Kudi']"
Teshi,Domain,Hoosa,0.87,"['Ashab', 'Sayartchen', 'Sorzielang', 'Somouh']"
Sayartchen,Domain,Hoosa,0.79,"['Naguton', 'Sharji', 'Teshi', 'Gosalav', 'Sorzielang', 'Abaim', 'Romi']"
Aphend,Kador,Megeh,0.63,"['Dresi', 'Romi']"
Heydieles,Essence,Jeon,0.31,"['Yvangier', 'Fliet', 'Actee', 'Indregulle', 'Abune', 'Old Man Star']"
Actee,Essence,Jeon,0.5,"['Heydieles', 'Fliet', 'Amane']"
Derririntel,Essence,Eustron,0.82,"['Atlangeins', 'Cat', 'Tierijev']"
Chantrousse,Verge Vendor,Aideron,0.64,"['Ourapheh', 'Arraron', 'Osmomonne', 'Tierijev']"
Osmomonne,Verge Vendor,Aideron,0.77,"['Scolluzer', 'Chantrousse', 'Tierijev']"
Malukker,Heimatar,Ortner,0.99,['Ameinaka']
Raihbaka,Black Rise,Inolari,0.38,"['Ohbochi', 'Kinakka', 'Iralaja']"
Innia,Black Rise,Inolari,0.32,"['Kinakka', 'Martoh', 'Eha', 'Pavanakka']"
Martoh,Black Rise,Inolari,0.38,"['Kehjari', 'Kinakka', 'Innia', 'Iralaja', 'Eha']"
Uchomida,Black Rise,Aokinen,0.49,"['Samanuni', 'Rohamaa', 'Ichoriya']"
Samanuni,Black Rise,Aokinen,0.65,"['Uchomida', 'Uuhulanen', 'Ahtila', 'Ikoskio']"
Astoh,Black Rise,Aokinen,0.61,"['Uuhulanen', 'Tsuruma']"
Ichoriya,Black Rise,Aokinen,0.57,"['Uchomida', 'Ahtila', 'Akidagi']"
Vaaralen,Black Rise,Kurala,0.31,"['Asakai', 'Mushikegi', 'Teskanen']"
Prism,Black Rise,Kurala,0.24,"['Asakai', 'Elunala', 'Ikoskio']"
Elunala,Black Rise,Kurala,0.25,"['Asakai', 'Prism']"
Ikoskio,Black Rise,Kurala,0.28,"['Samanuni', 'Asakai', 'Prism']"
Hallanen,Black Rise,Ishaga,0.36,"['Hikkoken', 'Enaluri']"
Immuri,Black Rise,Ishaga,0.42,"['Hikkoken', 'Nennamaila']"
Nennamaila,Black Rise,Ishaga,0.27,"['Aldranette', 'Hikkoken', 'Enaluri', 'Akidagi', 'Immuri']"
Maila,The Forge,Ihatalo,0.44,"['Purjola', 'Akora']"
Akora,The Forge,Ihatalo,0.32,"['Reisen', 'Maila', 'Messoya', 'Oijanen']"
Otomainen,The Forge,Okkelen,0.48,['Ihakana']
Onuse,The Forge,Otsabaira,0.74,"['Vattuolen', 'Keikaken', 'Akkilen']"
Soshin,The Forge,Otsabaira,0.63,"['Vattuolen', 'Akkilen', 'Silen']"
Akkilen,The Forge,Otsabaira,0.69,"['Vattuolen', 'Onuse', 'Soshin', 'Hentogaira']"
Otsela,The Forge,Etsala,0.38,"['Ihakana', 'Hentogaira', 'Kiainti', 'Vasala', 'Walvalin', 'Otanuomi']"
Mastakomon,The Forge,Orpana,0.46,"['Uchoshi', 'Eruka', 'Ohkunen', 'Osaa']"
IPAY-2,Vale of the Silent,Z-DO53,-0.34,"['EIDI-N', 'P3EN-E', 'Q-L07F']"
MJI3-8,Tribute,1P-VL2,-0.2,['V0DF-2']
15W-GC,Tribute,LLAP-1,-0.32,"['E-OGL4', 'C2X-M5', 'PNDN-V']"
Yoma,Lonetrek,Asalola,0.65,"['Isinokka', 'Ibura']"
Uesuro,Lonetrek,Malariya,0.52,"['Aivoli', 'Oishami', 'Elanoda']"
Ohbochi,Lonetrek,Malariya,0.41,"['Elanoda', 'Isie', 'Raihbaka']"
Tamo,Lonetrek,Umamon,0.34,"['Iitanmadan', 'Nannaras']"
Tash-Murkon Prime,Tash-Murkon,Arvachah,0.83,"['Pimebeka', 'Baviasi', 'Emrayur', 'Hilaban', 'Remoriu', 'Yanuel', 'Marthia', 'Bhizheba']"
Bei,Metropolis,Barvigrard,0.56,"['Uttindar', 'Hagilur', 'Colelie', 'Ongund']"
Uttindar,Metropolis,Barvigrard,0.5,"['Bei', 'Hek']"
Anher,Metropolis,Barvigrard,0.46,"['Hagilur', 'Evati']"
Ragnarg,Metropolis,Barvigrard,0.39,['Hagilur']
Hror,Metropolis,Tiat,0.51,"['Hek', 'Amo', 'Resbroko']"
Nakugard,Metropolis,Ani,0.52,"['Hek', 'Traun', 'Uriok', 'Barkrik', 'Inder', 'Tvink', 'Lanngisi']"
Dudreda,Metropolis,Fribrodi,0.29,"['Hagilur', 'Hakisalki', 'Krirald', 'Arifsdald']"
Boranai,Domain,Throne Worlds,0.89,"['Hedion', 'Toshabia', 'Kehour', 'Kador Prime']"
Mabnen,Domain,Throne Worlds,0.94,"['Hedion', 'Martha', 'Simbeloud', 'Ebidan']"
Irnin,Domain,Throne Worlds,0.73,"['Amarr', 'Toshabia', 'Martha']"
Ebidan,Domain,Throne Worlds,0.9,"['Hedion', 'Mabnen', 'Simbeloud']"
Akhragan,Domain,Mobit,0.8,"['Kehour', 'Mikhir', 'Ziona', 'Zororzih']"
Zatsyaki,Domain,Norgoh,0.88,"['Safizon', 'Eba', 'Bhizheba']"
Eba,Domain,Norgoh,0.91,"['Safizon', 'Zatsyaki', 'Bhizheba', 'Fora']"
BWF-ZZ,Geminate,IPS-QB,-0.58,"['Oijanen', 'IOO-7O', '8MG-J6', 'RLSI-V']"
Trytedald,Heimatar,Ortner,0.88,"['Uplingur', 'Odatrik', 'Ivar']"
Rens,Heimatar,Ortner,0.89,"['Abudban', 'Odatrik', 'Frarn']"
Edmalbrurdus,Heimatar,Osta,0.99,"['Hulm', 'Kronsur', 'Todeko']"
Illinfrik,Heimatar,Odengsolf,0.85,"['Frarn', 'Balginia', 'Osaumuni']"
Gyng,Heimatar,Odengsolf,0.8,"['Frarn', 'Avesber', 'Onga']"
Avesber,Heimatar,Odengsolf,0.75,"['Abudban', 'Frarn', 'Gyng']"
Eystur,Heimatar,Sveipar,0.95,"['Hek', 'Pator', 'Lustrevik', 'Vullat', 'Olbra', 'Hadaugago']"
Pettinck,Sinq Laison,Disier,0.82,"['Du Annes', 'Adreland', 'Auberulle', 'Luminaire']"
Adiere,Sinq Laison,Agiesseson,0.76,"['Adreland', 'Auberulle', 'Stetille']"
Nidebora,Devoid,Enka,0.81,"['Ulerah', 'Palpis']"
Arveyil,Devoid,Enka,0.53,"['Uktiad', 'Palpis']"
Roleinn,Metropolis,Jonar,0.91,"['Eiluvodi', 'Freatlidur', 'Maturat']"
Bongveber,Metropolis,Jonar,0.91,"['Freatlidur', 'Maturat', 'Anbald']"
Vorsk,Metropolis,Jonar,0.6,['Maturat']
Eram,Metropolis,Meinigefur,0.78,"['Vullat', 'Elgoi', 'Yrmori', 'Aldagolf']"
Hakeri,Metropolis,Panorad,0.72,"['Nifflung', 'Oraekja', 'Irgrus']"
Orduin,Metropolis,Argeir,0.76,"['Elgoi', 'Engosi', 'Hotrardik', 'Ridoner']"
Naguton,Domain,Fua,0.31,"['Sahda', 'Sayartchen']"
Khopa,Domain,Parud,0.81,"['Nafomeh', 'Penirgman', 'Yeeramoun']"
Orkashu,Domain,Parud,0.83,"['Penirgman', 'Youl']"
Gosalav,Domain,Hoosa,0.74,"['Sharji', 'Sayartchen']"
Sorzielang,Domain,Hoosa,0.82,"['Teshi', 'Sayartchen', 'Somouh', 'Abaim']"
Somouh,Domain,Hoosa,0.87,"['Teshi', 'Sorzielang', 'Abaim', 'Horir']"
Abaim,Domain,Hoosa,0.8,"['Sayartchen', 'Sorzielang', 'Somouh']"
Sarum Prime,Domain,Maddam,1,"['Amarr', 'Alkabsi', 'Hama', 'Irnal']"
Aldranette,Placid,Amevync,0.37,"['Vlillirier', 'Evaulon', 'Nennamaila']"
Dresi,Kador,Megeh,0.62,"['Aphend', 'Zororzih', 'Aharalel', 'Gensela']"
Algogille,Essence,Crux,0.93,"['Kassigainen', 'Luminaire', 'Renyn', 'Synchelle', 'Couster']"
Jolevier,Essence,Patrie,0.88,"['Yashunen', 'Caslemon', 'Charmerout']"
Yvangier,Essence,Patrie,0.4,"['Charmerout', 'Heydieles']"
Indregulle,Essence,Jeon,0.24,"['Heydieles', 'Murethand']"
Amane,Essence,Jeon,0.55,"['Arnher', 'Actee', 'Estaunitte']"
Old Man Star,Essence,Vieres,0.34,"['Heydieles', 'Villore', 'Ladistier']"
Synchelle,Essence,Thoulde,0.87,"['Kassigainen', 'Algogille', 'Wysalan', 'Pakhshi', 'Henebene']"
Atlangeins,Essence,Eustron,0.88,"['Derririntel', 'Ourapheh', 'Hecarrin']"
Cat,Essence,Eustron,0.68,"['Villore', 'Derririntel', 'Ommare', 'Vale']"
Kor-Azor Prime,Kor-Azor,Gebem,0.91,"['Amarr', 'Amdonen', 'Leva', 'Sehmy', 'Nakregde']"
Ourapheh,Genesis,Sanctum,0.86,"['Botane', 'Atlangeins', 'Manarq', 'Yulai', 'Chantrousse']"
Scolluzer,Verge Vendor,Ancbeu,0.82,"['Alentene', 'Gisleres', 'Sortet', 'Osmomonne']"
Arraron,Verge Vendor,Aideron,0.47,"['Attyn', 'Amoderia', 'Chantrousse', 'Stou']"
Deepari,Domain,Parud,0.91,['Arbaz']
Usteli,Heimatar,Odengsolf,0.95,['Ivar']
Kehjari,Black Rise,Urpiken,0.25,"['Villasen', 'Ashitsu', 'Martoh']"
Iralaja,Black Rise,Inolari,0.32,"['Raihbaka', 'Martoh']"
Eha,Black Rise,Inolari,0.4,"['Oicx', 'Innia', 'Martoh']"
Pavanakka,Black Rise,Inolari,0.4,"['Innia', 'Aivonen']"
Teskanen,Black Rise,Kurala,0.29,['Vaaralen']
Enaluri,Black Rise,Ishaga,0.33,"['Hallanen', 'Akidagi', 'Nennamaila']"
Akidagi,Black Rise,Ishaga,0.44,"['Ichoriya', 'Enaluri', 'Aivonen', 'Nennamaila']"
Uplingur,Derelik,Hevaka,0.42,"['Yishinoon', 'Trytedald']"
Messoya,The Forge,Ihatalo,0.32,"['Akora', 'Tasti']"
Keikaken,The Forge,Otsabaira,0.72,"['Onuse', 'Ukkalen']"
Silen,The Forge,Otsabaira,0.52,['Soshin']
Hentogaira,The Forge,Etsala,0.57,"['Akkilen', 'Kiainti', 'Otsela']"
Kiainti,The Forge,Etsala,0.53,"['Hentogaira', 'Vasala', 'Walvalin', 'Otsela']"
Vasala,The Forge,Etsala,0.49,"['Kiainti', 'Walvalin', 'Otanuomi', 'Vouskiaho', 'Otsela']"
Walvalin,The Forge,Etsala,0.38,"['Kiainti', 'Vasala', 'Otanuomi', 'Otsela']"
Otanuomi,The Forge,Etsala,0.37,"['Vasala', 'Walvalin', 'Vouskiaho', 'Otsela', 'Osaa']"
Uchoshi,The Forge,Orpana,0.47,"['Vouskiaho', 'Mastakomon', 'Wirashoda']"
Eruka,The Forge,Orpana,0.42,"['Mastakomon', 'Osaa']"
Osaa,The Forge,Orpana,0.33,"['Otanuomi', 'Mastakomon', 'Eruka']"
EIDI-N,Vale of the Silent,Z-DO53,-0.41,"['K8X-6B', 'KRUN-N', 'IPAY-2', 'DAYP-G']"
Q-L07F,Vale of the Silent,YUT3-U,-0.32,"['IPAY-2', 'IFJ-EL']"
C2X-M5,Tribute,LLAP-1,-0.37,"['15W-GC', 'MSHD-4']"
PNDN-V,Tribute,LLAP-1,-0.31,"['15W-GC', 'N-FK87', 'DBT-GB']"
Ibura,Lonetrek,Asalola,0.62,"['Yoma', 'Torrinos']"
Oishami,Lonetrek,Malariya,0.45,['Uesuro']
Elanoda,Lonetrek,Malariya,0.51,"['Uesuro', 'Ohbochi']"
Isie,Lonetrek,Malariya,0.36,['Ohbochi']
Nannaras,Lonetrek,Umamon,0.39,"['Tamo', 'Anin', 'Karjataimon']"
Nafomeh,Tash-Murkon,Somi,0.71,"['Pimsu', 'Jarzalad', 'Artoun', 'Khopa']"
Pimebeka,Tash-Murkon,Arvachah,0.68,"['Anjedin', 'Baviasi', 'Tash-Murkon Prime']"
Baviasi,Tash-Murkon,Arvachah,0.8,"['Pimebeka', 'Tash-Murkon Prime', 'Abai']"
Emrayur,Tash-Murkon,Arvachah,1,"['Tash-Murkon Prime', 'Shesha', 'Lossa', 'Tew']"
Hilaban,Tash-Murkon,Arvachah,0.89,"['Tash-Murkon Prime', 'Shesha', 'Pasha']"
Remoriu,Tash-Murkon,Nasorin,0.65,"['Tash-Murkon Prime', 'Thashkarai', 'Yanuel', 'Nafrivik']"
Yanuel,Tash-Murkon,Nasorin,0.75,"['Tash-Murkon Prime', 'Remoriu', 'Nafrivik', 'Taru', 'Arkoz', 'Marthia']"
Marthia,Tash-Murkon,Ajah,0.93,"['Tash-Murkon Prime', 'Yanuel', 'Assiad', 'Rand', 'Safilbab']"
Amo,Metropolis,Tiat,0.47,"['Hror', 'Resbroko', 'Auner']"
Resbroko,Metropolis,Tiat,0.44,"['Hror', 'Amo', 'Hadozeko', 'Auner']"
Evati,Metropolis,Aldodan,0.25,"['Anher', 'Ofstold', 'Todifrauan', 'Lasleinur', 'Arnher']"
Arnher,Metropolis,Aldodan,0.19,"['Evati', 'Lasleinur', 'Egmar', 'Amane']"
Traun,Metropolis,Ani,0.63,"['Nakugard', 'Barkrik']"
Uriok,Metropolis,Ani,0.5,"['Nakugard', 'Inder', 'Hjoramold']"
Barkrik,Metropolis,Ani,0.56,"['Nakugard', 'Traun', 'Tvink', 'Lanngisi', 'Hjoramold']"
Inder,Metropolis,Ani,0.51,"['Nakugard', 'Uriok', 'Tvink']"
Tvink,Metropolis,Ani,0.48,"['Nakugard', 'Barkrik', 'Inder', 'Lanngisi']"
Lanngisi,Metropolis,Ani,0.46,"['Nakugard', 'Barkrik', 'Tvink']"
Hakisalki,Metropolis,Fribrodi,0.21,"['Dudreda', 'Arwa']"
Krirald,Metropolis,Fribrodi,0.16,"['Dudreda', 'Arwa', 'Arifsdald', 'Ansen']"
Arifsdald,Metropolis,Fribrodi,0.09,"['Dudreda', 'Arwa', 'Krirald', 'Ansen']"
Toshabia,Domain,Throne Worlds,0.81,"['Boranai', 'Irnin', 'Mamenkhanar']"
Martha,Domain,Throne Worlds,0.67,"['Mabnen', 'Irnin', 'Kooreng']"
Simbeloud,Domain,Throne Worlds,0.86,"['Mabnen', 'Ebidan']"
Mikhir,Domain,Mobit,0.74,"['Akhragan', 'Bashakru', 'Ziona']"
Ziona,Domain,Mobit,0.63,"['Akhragan', 'Mikhir']"
Safizon,Domain,Norgoh,0.81,"['Ebtesham', 'Artoun', 'Zatsyaki', 'Eba', 'Jennim']"
IOO-7O,Geminate,IPS-QB,-0.53,"['BND-16', 'BWF-ZZ']"
8MG-J6,Geminate,IPS-QB,-0.6,['BWF-ZZ']
RLSI-V,Geminate,IPS-QB,-0.53,"['BWF-ZZ', '4-CUM5']"
Abudban,Heimatar,Ortner,0.73,"['Osoggur', 'Odatrik', 'Rens', 'Alakgur', 'Avesber']"
Odatrik,Heimatar,Ortner,0.82,"['Jark', 'Abudban', 'Trytedald', 'Rens']"
Kronsur,Heimatar,Osta,0.88,"['Edmalbrurdus', 'Dumkirinur', 'Sist']"
Balginia,Heimatar,Odengsolf,0.82,"['Illinfrik', 'Hurjafren']"
Pator,Heimatar,Sveipar,1,"['Eystur', 'Lustrevik', 'Ammold', 'Onga']"
Lustrevik,Heimatar,Sveipar,0.95,"['Eystur', 'Pator', 'Isendeldik', 'Onga']"
Onga,Heimatar,Erada,0.95,"['Gyng', 'Pator', 'Lustrevik', 'Osaumuni', 'Magiko', 'Krilmokenur']"
Osaumuni,Heimatar,Erada,0.91,"['Illinfrik', 'Onga', 'Oremmulf', 'Larkugei']"
Vullat,Heimatar,Erada,0.97,"['Eystur', 'Magiko', 'Eram', 'Loguttur']"
Du Annes,Sinq Laison,Disier,0.65,"['Pettinck', 'Balle', 'Grinacanne', 'Metserel', 'Erme', 'Renyn']"
Adreland,Sinq Laison,Disier,0.87,"['Pettinck', 'Grinacanne', 'Adiere', 'Mattere']"
Botane,Sinq Laison,Coriault,0.88,"['Erme', 'Auvergne', 'Aunia', 'Agrallarier', 'Dodixie', 'Eglennaert', 'Ourapheh']"
Colelie,Sinq Laison,Algintal,0.51,"['Bei', 'Deltole']"
Stetille,Sinq Laison,Agiesseson,0.91,"['Doussivitte', 'Claysson', 'Adiere', 'Olelon']"
Ulerah,Devoid,Enka,0.68,"['Faktun', 'Halenan', 'Nidebora']"
Uktiad,Devoid,Enka,0.56,"['Halenan', 'Arveyil']"
Ongund,Metropolis,Lorundio,0.63,"['Bei', 'Eust', 'Evuldgenzo']"
Olbra,Metropolis,Ankard,0.94,"['Eystur', 'Jondik', 'Altrinur', 'Fildar']"
Eiluvodi,Metropolis,Jonar,0.78,"['Asgeir', 'Freatlidur', 'Roleinn']"
Freatlidur,Metropolis,Jonar,0.83,"['Eiluvodi', 'Roleinn', 'Bongveber']"
Anbald,Metropolis,Jonar,0.7,['Bongveber']
Yrmori,Metropolis,Meinigefur,0.64,"['Eram', 'Lirerim']"
Aldagolf,Metropolis,Meinigefur,0.57,"['Eram', 'Earwik']"
Oraekja,Metropolis,Panorad,0.68,"['Hakeri', 'Irgrus']"
Irgrus,Metropolis,Panorad,0.67,"['Hakeri', 'Oraekja']"
Engosi,Metropolis,Argeir,0.78,"['Orduin', 'Atonder', 'Ridoner']"
Hotrardik,Metropolis,Argeir,0.74,"['Orduin', 'Atonder', 'Ridoner', 'Klaevik']"
Ridoner,Metropolis,Argeir,0.72,"['Orduin', 'Engosi', 'Atonder', 'Hotrardik', 'Klaevik']"
Sahda,Domain,Fua,0.42,"['Naguton', 'Ealur', 'Shajarleg']"
Youl,Domain,Zemont,0.84,"['Thebeka', 'Orkashu', 'Ekid', 'Nakri', 'Sharhelund']"
Yeeramoun,Domain,Chardu,0.81,"['Khopa', 'Ides', 'Anila', 'Etav']"
Alkabsi,Domain,Maddam,0.66,"['Mahrokht', 'Sarum Prime']"
Hama,Domain,Maddam,0.84,"['Sarum Prime', 'Bagodan']"
Irnal,Domain,Maddam,0.95,"['Thebeka', 'Sarum Prime', 'Chesoh', 'Hanan']"
Vlillirier,Placid,Amevync,0.29,"['Renarelle', 'Aldranette', 'Oicx', 'Alsavoinon']"
Oicx,Placid,Amevync,0.33,"['Vlillirier', 'Eha']"
Evaulon,Placid,Amevync,0.37,"['Aldranette', 'Anchauttes']"
Zororzih,Kador,Megeh,0.74,"['Akhragan', 'Dresi', 'Gensela', 'Gamdis']"
Aharalel,Kador,Megeh,0.57,"['Hiroudeh', 'Dresi']"
Gensela,Kador,Megeh,0.69,"['Dresi', 'Zororzih', 'Miah', 'Shera']"
Kador Prime,Kador,Febihkin,0.62,"['Boranai', 'Nordar', 'Khafis', 'Dantan']"
Luminaire,Essence,Crux,1,"['Pettinck', 'Mies', 'Algogille']"
Renyn,Essence,Crux,0.9,"['Du Annes', 'Grinacanne', 'Oursulaert', 'Duripant', 'Algogille', 'Pakhshi']"
Caslemon,Essence,Patrie,0.58,"['Jolevier', 'Mesybier', 'Charmerout', 'Noghere', 'Adrel']"
Charmerout,Essence,Patrie,0.55,"['Caslemon', 'Jolevier', 'Yvangier']"
Estaunitte,Essence,Jeon,0.43,['Amane']
Villore,Essence,Vieres,0.51,"['Erme', 'Pemene', 'Arant', 'Allamotte', 'Old Man Star', 'Cat']"
Ladistier,Essence,Vieres,0.28,"['Vifrevaert', 'Old Man Star', 'Aeschee']"
Attyn,Essence,Peccanouette,0.67,"['Laurvier', 'Ignebaener', 'Arraron']"
Wysalan,Essence,Thoulde,0.82,"['Synchelle', 'Yona', 'Aporulie', 'Mesokel']"
Ommare,Essence,Eustron,0.73,"['Cat', 'Andole']"
Vale,Essence,Eustron,0.65,['Cat']
Amdonen,Kor-Azor,Gebem,0.64,"['Dantan', 'Ami', 'Mora', 'Kor-Azor Prime', 'Leva', 'Nishah']"
Leva,Kor-Azor,Gebem,0.62,"['Amdonen', 'Kor-Azor Prime', 'Masanuh']"
Sehmy,Kor-Azor,Gebem,1,"['Mora', 'Kor-Azor Prime', 'Danyana']"
Nakregde,Kor-Azor,Gebem,0.83,"['Molea', 'Kor-Azor Prime']"
Pakhshi,Genesis,Sanctum,0.85,"['Oursulaert', 'Renyn', 'Synchelle', 'Tar']"
Manarq,Genesis,Sanctum,0.82,"['Tolle', 'Tar', 'Emsar', 'Ourapheh', 'Kemerk']"
Yulai,Genesis,Sanctum,1,"['Ourapheh', 'Kemerk', 'Tourier']"
Murethand,Verge Vendor,Woenckee,0.29,"['Mesybier', 'Indregulle', 'Melmaniel']"
Alentene,Verge Vendor,Anwyns,0.87,"['Alenia', 'Merolles', 'Cistuvaert', 'Vaere', 'Scolluzer', 'Adallier']"
Gisleres,Verge Vendor,Kiartanne,0.76,"['Ansalle', 'Ellmay', 'Scolluzer']"
Sortet,Verge Vendor,Ancbeu,0.78,"['Scolluzer', 'Claulenne']"
Amoderia,Verge Vendor,Aideron,0.4,"['Pemene', 'Arraron', 'Stou']"
Stou,Verge Vendor,Aideron,0.52,"['Amoderia', 'Arraron']"
Hadaugago,Heimatar,Sveipar,0.95,['Eystur']
Couster,Essence,Crux,0.9,['Algogille']
Fora,Domain,Norgoh,0.91,['Eba']
Hecarrin,Essence,Eustron,0.83,['Atlangeins']
Todeko,Heimatar,Osta,0.99,['Edmalbrurdus']
Henebene,Essence,Thoulde,0.84,['Synchelle']
Horir,Domain,Hoosa,0.92,['Somouh']
Villasen,Black Rise,Urpiken,0.14,"['Hykanima', 'Okagaiken', 'Kehjari', 'Korasen']"
Ashitsu,Black Rise,Urpiken,0.26,"['Hykanima', 'Kehjari', 'Ienakkamon']"
Aivonen,Black Rise,Ishaga,0.38,"['Pavanakka', 'Akidagi']"
Jark,Derelik,San Matar,0.82,"['Sasta', 'Odatrik']"
Yishinoon,Derelik,Hevaka,0.42,"['Nimambal', 'Uplingur']"
Ukkalen,The Forge,Otsabaira,0.65,['Keikaken']
Vouskiaho,The Forge,Etsala,0.5,"['Vasala', 'Otanuomi', 'Uchoshi']"
Tasti,The Forge,Mivora,0.28,"['Messoya', 'Otosela', 'Modun']"
Wirashoda,The Forge,Orpana,0.49,['Uchoshi']
K8X-6B,Vale of the Silent,Z-DO53,-0.43,"['X445-5', 'KRUN-N', '9OO-LH', 'EIDI-N']"
KRUN-N,Vale of the Silent,Z-DO53,-0.39,"['K8X-6B', 'EIDI-N', 'DAYP-G']"
DAYP-G,Vale of the Silent,Z-DO53,-0.39,"['YMJG-4', 'KRUN-N', 'V-OJEN', 'EIDI-N']"
IFJ-EL,Vale of the Silent,YUT3-U,-0.29,"['47L-J4', 'Q-L07F', 'E-D0VZ', 'S-NJBB']"
N-FK87,Tribute,LLAP-1,-0.26,"['F-RT6Q', 'PNDN-V']"
MSHD-4,Tribute,LLAP-1,-0.44,"['9OO-LH', 'C2X-M5', 'H-W9TY']"
DBT-GB,Tribute,E3-NLE,-0.25,"['PNDN-V', '9GI-FB', '3G-LHB']"
Torrinos,Lonetrek,Asalola,0.52,"['Ibura', 'EC-P8R']"
Anin,Lonetrek,Umamon,0.36,"['Nannaras', 'Karjataimon', 'Tartoken']"
Karjataimon,Lonetrek,Umamon,0.28,"['Nannaras', 'Anin', 'Tartoken', 'Saranen', 'Sarenemi']"
Anjedin,Tash-Murkon,Sanair,0.52,"['Tividu', 'Tendhyes', 'Ivih', 'Pimebeka', 'Teshkat']"
Pimsu,Tash-Murkon,Somi,0.73,"['Riramia', 'Nafomeh', 'Jarzalad', 'Uanim', 'Elmed']"
Jarzalad,Tash-Murkon,Somi,0.61,"['Ahrosseas', 'Nafomeh', 'Pimsu', 'Matyas', 'Imeshasa']"
Shesha,Tash-Murkon,Arvachah,0.94,"['Emrayur', 'Hilaban', 'Goni']"
